,text,place,uri,collector,area
87657,Πήρε τον αέρα του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155447,"Νεστορίδης, Κ.",Αρκαδία
87658,Πήρε τον κατήφορο,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208629,"Νεστορίδης, Κ.",Μακεδονία
87669,Πίσω από τη ρασιά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208590,"Νεστορίδης, Κ.",Λακωνία
87671,Πίσω είν' ο Μάρτης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208591,"Νεστορίδης, Κ.",Ρόδος
87681,Πίττα στον αέρα και γάμο στο χαγιάτι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155452,"Νεστορίδης, Κ.",Ιωάννινα
87684,Πιάνει την γάτα από ταυτιά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208586,"Νεστορίδης, Κ.",Αρκαδία
87688,Πιάσ' τον κλέφτη τον άπιαστον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208588,"Νεστορίδης, Κ.",Ήπειρος
87689,Πιάσε το λαγό και πάρ' του τα κουμπούρια του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208587,"Νεστορίδης, Κ.",Αχαΐα
87691,"Πιάστε με, γιάτ' εγλύστρισα",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176289,"Νεστορίδης, Κ.",Ρόδος
87696,"Πιε, γάϊδαρο, αγιασμό",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208589,"Νεστορίδης, Κ.",Αιτωλία
87702,Πιστεύει όλα τα παραμύθια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265638,"Νεστορίδης, Κ.",Θεσπρωτία
87703,Πλάκωνα ταυγά σου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155453,"Νεστορίδης, Κ.",Ήπειρος
87705,Πλήρες το ναυάγιον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/286764,"Νεστορίδης, Κ.",Πόντος
87708,Πνέει πύρ πνέει μένεα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265633,"Νεστορίδης, Κ.",Αχαΐα
87709,Πνέει τζ λοίσθια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265634,"Νεστορίδης, Κ.",Κύπρος
87711,Πόθεν δίσκος εν τη ερήμου ;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176292,"Νεστορίδης, Κ.",Αμοργός
87731,Πόχει παιδιά και τσάτσαλα στη γειτονειά μη βγαίνη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176305,"Νεστορίδης, Κ.",Αρκαδία
87733,Ποδάρι δεν έμεινε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/282460,"Νεστορίδης, Κ.",Λακωνία
87740,Ποιο γλήγορα θα γιατρευτή παρά που θα παντρευτεή,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265498,"Νεστορίδης, Κ.",Κεφαλληνία
87746,Ποιόν κερνούν και δεν πίνει; Ποιόν γαμούν και δε γελάει; Και ποιόν δέρνουν και δεν κλαίει;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208579,"Νεστορίδης, Κ.",Θράκη
87754,Ποιός είναι για το μεγάλο σφούγγατο; - Εγώ κι ο γιός μου. Ποίος είναι για τη μεγάλη πίττα; - Εγώ κι ο γιός μου. - Ποιός είναι για την αξίνα; - Ας μιλήση κι άλλους.,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176295,"Νεστορίδης, Κ.",Εύβοια
87779,Πολεμάει να βγάλη νερό με το καλάθι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/286766,"Νεστορίδης, Κ.",Θράκη
87789,"Πολλές φορές πάει η κολοκύθα για νερό, μα καμμιά φορά πάει και δε γυρίζει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208597,"Νεστορίδης, Κ.",Ανατολική Θράκη
87792,Πολλοί μαγέρηδες ωμός ο χόντρος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265497,"Νεστορίδης, Κ.",Εύβοια
87794,Πολύκοπος και τιποτένια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265635,"Νεστορίδης, Κ.",Ιωάννινα
87797,Πομπές και γάνες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265499,"Νεστορίδης, Κ.",Μικρά Ασία
87801,"Πορδές ταξείδι, σκατά μερτικό",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265636,"Νεστορίδης, Κ.",Εύβοια
87882,Πρώτα θα περάση το χτύπημα κι ύστερα θα παντρευτή,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265500,"Νεστορίδης, Κ.",Αρκαδία
87883,Πρώτα ο Θεός,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176302,"Νεστορίδης, Κ.",Ήπειρος
87885,Πρώτα ο Χριστός ευλόγησε τα γένεια του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176303,"Νεστορίδης, Κ.",Ανατολική Θράκη
87886,"Πρώτη φορά με γέλασες χαλάλι να σου γίνη, πάλι με ξαναγέλασες χαράμι να μου γίνη",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176304,"Νεστορίδης, Κ.",Αρκαδία
87888,Πρώτος καφές δεύτερο τσάϊ,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208602,"Νεστορίδης, Κ.",Σκύρος
87889,Πύρ πυριού κι άνεμος και του καπνού,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155463,"Νεστορίδης, Κ.",Ιωάννινα
87890,Πώς περνάς; Σαν ταυγό στα δυο λιθάρια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155464,"Νεστορίδης, Κ.",Λακωνία
87893,Πωλεί και το πουκάμισό του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265577,"Νεστορίδης, Κ.",Θράκη
87895,Πως θωρείς τον κόσμο; Ωσάν τον εαυτό μου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/272345,"Νεστορίδης, Κ.",Ρόδος
87899,"Πως παν, αράπη, τα παιδιά σου; Όσο παν και τόσο μαυρίζουν",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265637,"Νεστορίδης, Κ.",Αχαΐα
87916,Ρίξε του σκυλιού ένα κόκκαλο να σιωπήση,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208606,"Νεστορίδης, Κ.",Κρήτη
87918,Ρίχτηκε στα γεμάτα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/291280,"Νεστορίδης, Κ.",Ιωάννινα
87922,Ρουθούνι δεν εγλίτωσε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/291281,"Νεστορίδης, Κ.",Αρκαδία
87924,Ρώτα και τον αδερφό μου τον ψεύτη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265641,"Νεστορίδης, Κ.",Αρκαδία
87927,Ρώτα τον παθό κι όχι το μαθό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/290864,"Νεστορίδης, Κ.",Λακωνία
87935,"Σ΄ αυτόν τον κόσμο άνθρωπος χωρίς θλίψη δεν είναι κι αν ευρεθή τοιούτος της, άλλης φύσεως δεν είναι",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176314,"Νεστορίδης, Κ.",Αρκαδία
87943,Σα λαδωμένος ποντικός,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265643,"Νεστορίδης, Κ.",Ανατολική Θράκη
87963,Σάλια μύξες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265642,"Νεστορίδης, Κ.",Κρήτη
87976,Σαν άγγελος λαλή,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155469,"Νεστορίδης, Κ.",Αιτωλία
87977,Σαν αγιοκέρι έγινε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155468,"Νεστορίδης, Κ.",Ανατολική Θράκη
87980,Σαν αστραπή ήλθε κι έφυγε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155467,"Νεστορίδης, Κ.",Αρκαδία
87992,Σαν η μύγα στο σκατό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/284761,"Νεστορίδης, Κ.",Ήπειρος
88001,Σαν πεινασ' ο σκύλος και τις σκορδοπλίχτρες τρώγει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265644,"Νεστορίδης, Κ.",Αρκαδία
88025,Σαν τη μυίγα μέσ' στο λάδι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/284768,"Νεστορίδης, Κ.",Νάξος
88031,Σαν το βόϊδι στο νερό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155475,"Νεστορίδης, Κ.",Ήπειρος
88044,Σαν του μπούφου το πουλί,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/284762,"Νεστορίδης, Κ.",Αρκαδία
88062,Σγάρλα σγάρλα η κόττα βγάνει τα μάτια της,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/272403,"Νεστορίδης, Κ.",Αχαΐα
88064,Σε αγαπά η πεθερά σου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265645,"Νεστορίδης, Κ.",Λακωνία
88068,Σε κάθε μεριά μπαϊράκι στήνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/284763,"Νεστορίδης, Κ.",Ανατολική Θράκη
88072,Σε ξένα ποδάρια χίλιες ξυλιές δεν πονούνε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208610,"Νεστορίδης, Κ.",Κρήτη
88093,Σήκω σύ να κάτσ' εγώ,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176318,"Νεστορίδης, Κ.",Θράκη
88095,Σήκω σύ νάρθω γώ,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176337,"Νεστορίδης, Κ.",Θράκη
88099,Σήμερ΄ απέθανε κι αύριο τα κλαίνε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155481,"Νεστορίδης, Κ.",Αμοργός
88111,Σηκωθήκαν τα μυαλά των,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/284764,"Νεστορίδης, Κ.",Ανατολική Θράκη
88112,Σημερινός είμαι κι αυριανός,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265646,"Νεστορίδης, Κ.",Λακωνία
88113,Σία κι αράξαμε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155482,"Νεστορίδης, Κ.",Ήπειρος
88114,Σιγά σιγά πιάνουν το λαγό με το τουφέκι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265652,"Νεστορίδης, Κ.",Αχαΐα
88121,Σιγανά τα τούμπανα τί 'ν' αρχοντικός ο γάμος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155485,"Νεστορίδης, Κ.",Εύβοια
88130,Σκλάβα αλευθερώτη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265504,"Νεστορίδης, Κ.",Θεσπρωτία
88136,Σκόρδα σου κρεμμύδι μου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265502,"Νεστορίδης, Κ.",Λακωνία
88137,Σκόρδα φυτεύει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265505,"Νεστορίδης, Κ.",Θεσπρωτία
88141,Σκοτάδι και βρωμάει και τυρίλας,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265503,"Νεστορίδης, Κ.",Θράκη
88156,Σου (του) κάθεται στο λαιμό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/275989,"Νεστορίδης, Κ.",Θεσπρωτία
88158,"Σου μαγκούφα, για δεν έχω την όρεξή σου",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/208241,"Νεστορίδης, Κ.",Αχαΐα
88159,Σου πέφτει πλάκωμα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265648,"Νεστορίδης, Κ.",Ήπειρος
88163,Σουγλοπάτα το βελόνι κι η λαμπρά κοντοζυγώνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155503,"Νεστορίδης, Κ.",Νάξος
88168,Σπαθί ξεγυμνωμένο,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265655,"Νεστορίδης, Κ.",Κρήτη
88190,Στα νιάτα μου γούρλωνα τα μάτια μου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/286767,"Νεστορίδης, Κ.",Λακωνία
88196,Στάζει η έσταζε παρδή του αίμα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155488,"Νεστορίδης, Κ.",Ρόδος
88201,Στανικό σκυλί δε φιλάει μαντρί,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265654,"Νεστορίδης, Κ.",Αρκαδία
88207,Στείλε στο γύφτο για στάχτη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176322,"Νεστορίδης, Κ.",Ανατολική Θράκη
88208,Στενό σακκί ζουρλού χαρά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265506,"Νεστορίδης, Κ.",Κρήτη
88209,Στενό σακκί φτωχού χαρά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265507,"Νεστορίδης, Κ.",Ήπειρος
88219,Στη μύτη του μαχαιριού τω δίδει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/280304,"Νεστορίδης, Κ.",Νάξος
88223,"Στην Ανατολή σ΄έστειλα για βόδια, και μούρθες μοναχός σου",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/176323,"Νεστορίδης, Κ.",Κρήτη
88232,Στης αδελφής το σπίτι να μη πολυπηγαίνης,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155491,"Νεστορίδης, Κ.",Κρήτη
88244,Στο γάμο του να είναι και στις χαρές του να λείπη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/155492,"Νεστορίδης, Κ.",Λακωνία
88258,Στο πήδημα φαίνεται ο σπασμένος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265649,"Νεστορίδης, Κ.",Λακωνία
